City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h)
Ahmedabad,77,102,0.18,15.85,8.55,10.67,0.1,9.28,101.45,41.7,1013.56,35.8,19.3039
Ahmedabad,89.75,123.75,0.4,21.3,11.65,12.18,0.1,9,84.77,43.2,1013.61,35.7,17.4363
Ahmedabad,93.75,138.25,0.6,20.57,11.4,14.45,0.1,10.15,86.23,36.7,1013.11,35.8,20.4148
Ahmedabad,108.75,156,0.55,20.43,11.27,16.93,0.1,9.73,77.42,36.8,1012.69,35.7,17.0499
Ahmedabad,111,153,0.55,25.03,13.72,22.12,0.2,8.4,74,33.6,1012.2,35.6,20.5114
Ahmedabad,108.75,151,0.23,19.95,10.75,16.9,0.4,8.35,89.65,33.4,1011.7,35.5,17.6456
Ahmedabad,113.25,148.75,0.73,30.23,16.65,15.37,0.1,8.8,74.48,31.1,1011.4,35.4,14.4095
Ahmedabad,122.25,147.25,0.88,16.95,9.68,16.5,0.1,13.9,111.25,28.3,1011.32,35.3,10.7548
Ahmedabad,102,135.25,1.35,18.95,11.15,13.2,0.1,18.7,115.17,28.3,1011.23,35.3,4.8622
Ahmedabad,99,131.5,1.82,19.93,12.1,13.27,0.1,19.5,122,26.9,1011.5,35.1,2.3828
Ahmedabad,86.75,126,1.32,18.73,11,12.62,0.08,17.03,131.8,26.3,1012.05,35.4,0.322
Ahmedabad,101.25,120.5,1.55,16.25,9.95,12.3,0.1,11.4,144.03,24.4,1012.15,35.6,3.2522
Ahmedabad,146.75,112.25,1.3,14.68,8.85,12.93,0.1,117.62,146,21.6,1012.09,35.6,3.0107
Ahmedabad,65.25,108.75,66.63,85.57,99.73,9.62,0.08,8.23,150.45,23.5,1011.83,35.3,10.465
Ahmedabad,67,108.25,1.05,16.65,9.73,16,0.1,8.15,153.85,34.2,1011.45,35.5,7.3416
Ahmedabad,69.5,115.75,1.05,18.6,10.75,17.83,0.15,5.25,147.5,38,1012.05,35.7,9.5151
Ahmedabad,68.25,109,1.13,16.28,9.55,14.4,0.1,5,142.6,26.5,1011.18,35.6,9.9981
Ahmedabad,68,106.25,1.4,13.5,8.27,14.3,0.13,4.12,133.75,25.9,1010.07,35.6,13.685
Ahmedabad,64.5,104,1.25,15.4,9.25,10.85,0.08,5.93,119.57,28.1,1009.83,35.5,11.5437
Ahmedabad,63.25,106,1.32,11.58,7.2,10.35,0.1,7.03,123,25.5,1009.8,35.6,12.719
Ahmedabad,62.75,94.75,0.88,9.12,5.55,10.55,0.1,7.08,129.85,27.2,1009.99,35.6,12.8961
Ahmedabad,70.25,99.75,0.48,10.25,5.85,10.7,0.1,7.48,130.83,29,1010.21,35.6,0.6923
Ahmedabad,78.25,109.25,1.25,12.75,7.8,11.65,0.1,7.92,122.98,28,1010.41,35.8,5.5384
Ahmedabad,83.5,115.25,0.78,16.88,9.6,13.53,0.1,8.38,117.6,25.4,1010.33,35.8,5.2003
Ahmedabad,88,122,0.77,19.78,11.18,13.58,0.1,7.95,94.57,20.9,1010.43,35.7,5.6189
Ahmedabad,94.75,133,1.15,27.85,15.77,13.88,0.1,8.4,87.2,17.6,1010.29,35.7,4.7656
Ahmedabad,104,142,0.65,27.02,14.93,12.85,0.05,6.85,87.23,20.9,1010.1,35.8,7.9212
Ahmedabad,104,142.75,0.33,26.07,14.12,14.15,0.08,6.73,66.65,28.3,1009.96,35.8,9.7566
Ahmedabad,100.5,140.5,0.7,20.22,11.33,13.23,0.08,6.55,74.02,28.3,1009.86,35.7,9.6922
Ahmedabad,98.25,125.75,0.63,15.28,8.65,12.67,0.1,6.65,106.8,26.9,1009.47,35.8,14.49
Ahmedabad,97,124.5,0.7,17.15,9.67,13.97,0.1,7.95,106.33,26.3,1009.63,35.8,20.3343
Ahmedabad,103,134,0.85,17.4,9.95,17.48,0.1,10.05,106.33,24.4,1009.39,35.8,23.5865
Ahmedabad,117.25,148,1.68,23.38,13.82,18.2,0.1,17.35,103.4,21.6,1011.07,35.8,22.2985
Ahmedabad,128.75,170,1.65,25.88,15.12,17.82,0.1,24.32,118.08,23.5,1011.23,35.6,14.7154
Ahmedabad,111,157.25,1.1,19.58,11.25,15.5,0.15,21.22,143.57,34.2,1011.35,35.5,14.49
Ahmedabad,92.5,132.5,1.3,19.08,11.2,11.75,0.1,10.77,147.5,38,1011.67,35.5,14.7154
Ahmedabad,81,117.75,1.5,18.03,10.77,11.23,0.1,,156.8,26.5,1011.76,35.6,19.5937
Ahmedabad,75.25,111.25,9.38,28.92,24.2,18.78,0.1,13.92,153.85,25.9,1015.68,35.7,14.8281
Ahmedabad,64.75,101.25,1.7,26.48,15.5,14.05,0.08,68.82,146.5,28.1,1015.41,35.8,11.9784
Ahmedabad,59.5,98.25,1.88,36.33,20.85,14.65,0.13,75.72,152.4,25.5,1014.98,35.9,11.5598
Ahmedabad,62.75,105.5,1.38,26.7,15.35,15.53,0.25,28.12,172.5,27.2,1015.18,35.9,14.2485
Ahmedabad,64.75,114.25,1.55,28.48,16.4,15.23,0.2,14.45,171.5,29,1014.7,36,11.2539
Ahmedabad,97.25,154.25,1.6,28.17,16.3,15.62,0.1,11.77,125.95,28,1014.64,36,5.7799
Ahmedabad,136.5,205,2.23,38.22,22.15,13.3,0.1,9.47,87.73,25.4,1014.31,36,2.6404
Ahmedabad,116,185.25,1.82,28.4,16.57,12.97,0.1,8.6,107.3,20.9,1014.63,35.8,5.313
Ahmedabad,113.25,163.75,1.62,35.7,20.28,13.55,0.1,7.68,92.12,17.6,1014.82,35.6,11.3827
Ahmedabad,110.25,164,1.58,35.3,20.07,21.18,0.08,4,99.47,20.9,1014.82,35.5,3.6547
Ahmedabad,103.75,152,0.6,26.15,14.38,21.77,0.18,3.05,105.35,28.3,1015,35.5,10.8675
Ahmedabad,118,161,0.82,34.03,18.75,18.3,0.43,3.73,91.17,28.3,1014.9,35.4,6.5205
Ahmedabad,119.25,162.75,0.4,30.4,16.47,17.6,0.85,5.33,75.93,26.9,1014.35,35.5,11.3988
Ahmedabad,120,162.25,0.25,27.6,14.88,15.77,0.05,8,91.12,26.3,1014.51,35.6,9.66
Ahmedabad,110.75,146.75,0.4,24.07,13.12,14.5,0.03,8.48,71.55,24.4,1014.32,35.6,15.9551
Ahmedabad,113.25,156.25,0.43,47.43,25.55,13.72,0.08,7.55,17.13,21.6,1013.93,35.5,13.1698
Ahmedabad,122.75,168.75,0.13,41.18,22,13.95,0.05,6.23,27.45,23.5,1013.45,35.7,13.1698
Ahmedabad,119.5,165.5,0.55,30.23,16.55,14.75,0,5.95,33.8,34.2,1013.43,35.7,9.6761
Ahmedabad,114,162.75,2.25,39.45,22.83,15.95,0.08,6.2,32.35,38,1013.58,35.8,11.2378
Ahmedabad,121.25,175.5,2.7,34.95,20.8,18.38,0.1,6.9,48.02,26.5,1013.24,35.8,12.7029
Ahmedabad,124.5,179.75,2.55,31.12,18.65,17.45,0.1,13.92,86.75,25.9,1013.7,35.7,10.6099
Ahmedabad,117,192,1.45,21.85,12.75,16.82,0.1,29.95,139.15,28.1,1014.14,35.5,7.9534
Ahmedabad,99,150,1.15,20.9,12.1,17.15,0.1,34.9,147.95,25.5,1014.34,35.5,2.5921
Ahmedabad,105.5,172,2.45,42,24.3,17.72,0.1,,143.58,27.2,1014.6,35.5,11.0124
Ahmedabad,107.25,194.25,67.25,111.77,114.18,12.83,0.1,143.62,148.47,29,1011.68,35.5,9.1931
Ahmedabad,104.5,177.25,3.05,61.93,35.4,19.67,0.15,156.67,137.2,28,1011.98,35.5,9.1609
Ahmedabad,90.5,164,1.97,36.8,21.18,20.43,0.2,88.2,152.38,25.4,1015.64,35.5,9.2736
Ahmedabad,79.25,144,0.83,23,12.9,21.07,0.13,26.47,161.73,20.9,1012.26,35.5,9.4507
Ahmedabad,80.5,134.25,0.52,19.08,10.55,14.02,0.1,20.52,165.12,17.6,1012.63,35.7,11.0768
Ahmedabad,99,161.25,1.45,25.7,14.88,15.28,0.1,18.88,143.57,20.9,1012.62,35.8,13.3791
Ahmedabad,123.25,201.25,1.35,37.15,20.85,15.17,0.1,18.8,129.85,28.3,1012.85,35.9,14.1358
Ahmedabad,126.75,224,2.58,54.62,31.12,15.6,0.08,15.6,79.38,28.3,1013.61,36,11.3183
Ahmedabad,148.75,251.75,2.23,74.57,41.47,19.05,0.05,15.45,50.97,26.9,1013.9,36,9.177
Ahmedabad,183.25,287.25,2.85,61.25,34.9,19.98,0.03,13.83,58.82,26.3,1014.31,36,14.168
Ahmedabad,171.25,264.75,2.58,55.27,31.5,30.9,0.08,6.95,37.75,24.4,1014.43,36,14.2968
Ahmedabad,185.5,281.25,1.38,50.55,28.02,28.3,0.32,4.95,77.4,21.6,1014.73,36,13.8299
Ahmedabad,156.5,221.25,1.88,56.7,31.67,19.4,0.68,8,53.9,23.5,1014.92,36,14.007
Ahmedabad,167.75,244.5,0.58,47.78,25.88,17.35,0.2,9.1,32.82,34.2,1014.73,35.9,15.4882
Ahmedabad,184,268.25,0.48,59.62,32.15,17.38,0,10.25,21.55,38,1014.92,35.8,13.8782
Ahmedabad,194.75,267.5,2.18,66.7,37.25,16.9,0,9.95,14.73,26.5,1014.76,35.7,14.4578
Ahmedabad,173,240,0.92,41.83,23,15.95,0.03,8.1,35.77,25.9,1014.37,35.6,25.0194
Ahmedabad,147.5,202.75,1.35,41.77,23.3,18.45,0.13,8.38,36.28,28.1,1014.83,35.7,27.37
Ahmedabad,157.5,221.5,2.55,51.85,29.7,22.82,0.23,9.32,30.35,25.5,1015.11,35.8,22.218
Ahmedabad,168.25,243.25,7.52,59.18,37.58,18.68,0.37,9.6,21.08,27.2,1015.14,35.8,23.5382
Ahmedabad,152.5,263.25,6.58,51.9,32.98,18.65,0.08,18.8,60.27,29,1015.5,35.8,19.8996
Ahmedabad,153.25,246.25,2.55,35.87,21.18,19.05,0.1,25.4,107.3,28,1015.76,35.9,17.5007
Ahmedabad,142,238,2.2,32.15,18.85,17.85,0.1,29.4,133.3,25.4,1016.35,36,17.6939
Ahmedabad,124.25,226.25,4.77,65.8,38.9,16.75,0.1,,115.65,20.9,1016.38,36,19.5615
Ahmedabad,105.75,200.5,68.75,119.97,119.73,16.7,0.61,188.88,131.8,17.6,1016.43,36.1,21.8155
Ahmedabad,88,165.75,4.57,67.2,39.45,18.62,0.72,,107.78,20.9,1016.56,36.1,17.2753
Ahmedabad,67.75,127.5,2.65,28.38,17.22,17.03,0.38,64.13,125.93,28.3,1017.23,36.2,11.7691
Ahmedabad,51.25,103.75,2.4,24.28,14.88,17,0.33,17.78,128.88,28.3,1016.17,36.2,11.0446
Ahmedabad,48.5,114,1.55,28.05,16.2,12.35,0.77,16.45,123.98,26.9,1016.25,36.2,11.0607
Ahmedabad,51,113.75,1.72,45.23,25.45,11.35,0.17,13.17,89.67,26.3,1016.13,36.3,7.2933
Ahmedabad,64.75,169,1.55,55.23,30.63,15.83,0.05,14,71.05,24.4,1016.17,36.3,6.923
Ahmedabad,79,220,2.33,68.18,38.15,23.4,0.03,8.22,46.02,21.6,1016.45,36.3,11.1734
Ahmedabad,85,223,3.38,68.15,38.97,25.45,0.05,8.27,39.7,23.5,1016.94,36.3,10.3201
Ahmedabad,100,206.5,3.68,72.53,41.57,12.08,0.95,11.3,21.1,34.2,1017.06,36.3,11.1734
Ahmedabad,101.25,205,6.02,78.05,46.43,13.73,0.05,11.83,20.07,38,1017.45,36.1,14.007
Ahmedabad,81.75,175.5,4.3,71.67,41.62,12.88,0.05,9.43,12.28,26.5,1017.77,36,7.2933
Ahmedabad,79.75,158.75,1.22,42.37,23.53,16,0.08,14.75,42.62,25.9,1017.73,36,6.7298
Ahmedabad,94.75,156.5,0.7,37.32,20.4,23.92,0.08,11.7,29.4,28.1,1017.53,36,7.889
Ahmedabad,97.25,151.5,0.43,36.15,19.53,19.6,0.25,13.1,22.52,25.5,1017.31,35.9,11.8657
Ahmedabad,96.25,147,0.53,28.88,15.77,17.45,0.08,11.65,23.05,27.2,1016.82,35.9,20.0123
Ahmedabad,89.75,138.5,1.08,39.47,21.88,16.25,0.1,10.22,18.15,29,1016.6,35.9,17.5812
Ahmedabad,85.75,136,1.7,26.02,15.2,15.97,0.05,10.23,27.47,28,1016.39,36,15.9551
Ahmedabad,83,124.25,1.23,22.18,12.77,16.62,0.1,10.33,33.32,25.4,1016.33,36.1,16.3093
Ahmedabad,77,125,2.45,28.98,17.42,17.35,0.1,10.3,31.35,20.9,1016.52,36.1,17.7744
Ahmedabad,82.75,128.25,1.9,22.28,13.4,17.18,0.1,14.35,54.9,17.6,1016.81,36.2,19.0785
Ahmedabad,78.75,131.25,1.45,21.98,12.85,23.35,0.08,16.3,81.35,20.9,1017.34,36.2,17.5973
Ahmedabad,78,138,6.73,54.3,34.32,28.45,0,68.3,96.53,28.3,1017.54,36.2,20.3343
Ahmedabad,73.25,162.25,4.88,54.02,32.75,13.82,0.25,,102.9,28.3,1017.43,36.2,13.7172
Ahmedabad,71.5,180.5,67.82,108.5,112.88,9.88,0.1,114.7,115.65,26.9,1017.65,36.3,14.3773
Ahmedabad,59.75,147.5,1.95,17.8,11.07,13.85,0.08,14,122,26.3,1017.56,36.2,10.8997
Ahmedabad,44.5,101.25,0.83,14.72,8.5,12.5,0.08,10.55,117.62,24.4,1016.16,36,4.7173
Ahmedabad,37,85.75,10.68,49.17,34.85,9.4,0.1,15.5,102.42,21.6,1017.16,35.8,4.669
Ahmedabad,40.5,96.5,2.3,42.1,24.25,11.42,0.1,50.85,99.98,23.5,1017.15,35.8,3.5742
Ahmedabad,54.75,118,3.5,58.87,34.12,10.03,0.1,14.37,79.87,34.2,1017.28,35.8,5.7477
Ahmedabad,68.25,138,17.1,77.02,54.85,12.1,0.08,15.22,66.63,38,1017.15,35.8,11.27
Ahmedabad,79.75,165,7.55,75.85,46.5,12.67,0.05,15.83,40.68,26.5,1017.36,35.8,14.4256
Ahmedabad,88,189.5,4.6,76.42,44.43,12.17,0.03,19,43.13,25.9,1017.7,35.8,13.8943
Ahmedabad,70.25,151.5,0.65,37.2,20.3,14.02,0.05,17.38,45.57,28.1,1017.72,35.8,15.778
Ahmedabad,70.5,143,0.88,36.1,19.88,20.7,0.1,15.6,45.57,25.5,1017.82,35.9,15.5848
Ahmedabad,68.25,150.25,10,86,53.88,25.08,0,11.85,16.68,27.2,1017.77,35.7,12.3809
Ahmedabad,65.75,148,2.47,64.75,36.45,14.88,0.58,14.85,25.47,29,1017.3,35.6,20.3826
Ahmedabad,66.25,132.5,1.03,45.1,24.8,11.17,0.18,17.08,31.35,28,1016.9,35.8,22.0892
Ahmedabad,67.75,132,0.38,37.38,20.17,10.12,0.03,13.35,27.42,25.4,1016.4,35.8,22.3468
Ahmedabad,61.5,106,1.12,47.6,26.28,10.17,0.03,12.22,15.2,20.9,1015.9,35.8,18.0642
Ahmedabad,61.75,96,2.12,44.1,25.15,11.65,0.05,14.57,28.9,17.6,1015.29,35.8,17.6456
Ahmedabad,57.5,83.25,0.18,26.93,14.48,13.1,0.05,14.03,36.73,20.9,1014.9,35.9,14.0875
Ahmedabad,53,75.5,0.83,19.7,11.15,14.45,0.1,7.38,33.82,28.3,1014.68,36,13.4113
Ahmedabad,51.25,72.25,2.45,23.6,14.53,13.7,0.1,6.68,35.77,28.3,1014.78,36,14.6188
Ahmedabad,54,83.25,1.7,19.43,11.73,13.93,0.1,10.85,57.3,26.9,1015.04,36,9.2414
Ahmedabad,51.75,97.75,1.65,23.95,14.05,13,0.1,20.97,84.3,26.3,1015.51,36,23.0713
Ahmedabad,49.25,96.5,1.72,19.33,11.65,12.52,0.1,25.73,106.35,24.4,1015.72,35.9,15.29
Ahmedabad,32,74.75,1.15,14.48,8.65,10.9,0.1,7.58,117.1,21.6,1015.79,35.9,8.46
Ahmedabad,23.25,64.5,1.43,12.6,7.85,11.07,0.1,10.88,112.72,23.5,1015.83,35.9,14.29
Ahmedabad,23.5,53.25,1.78,17.6,10.8,11.77,0.1,10.75,118.1,34.2,1015.95,35.8,17.71
Ahmedabad,22,50.75,1.58,16.07,9.83,11.2,0.1,10.15,124.93,38,1017.13,35.7,15.29
Ahmedabad,22.25,50.5,1.5,17,10.25,10.75,0.1,11.03,120.57,26.5,1015.82,35.8,14.29
Ahmedabad,25.25,58.25,0.82,15.12,8.75,10.08,0.1,10.88,126.92,25.9,1015.82,36,25.96
Ahmedabad,32,77,0.47,32.13,17.45,9.95,0.1,10.9,106.8,28.1,1015.89,36.1,23.54
Ahmedabad,52.5,174.5,0.35,35.08,18.9,11.15,0.1,20.1,95.55,25.5,1015.83,36.2,19.7
Ahmedabad,70.25,163,2.2,60.38,33.95,12.3,0.03,23.95,56.35,27.2,1016.12,36.2,12.42
Ahmedabad,67.5,155.5,2.22,47.02,26.82,12.25,0.03,15.8,60.75,29,1016.23,36.1,20.38
Ahmedabad,62.5,129.75,1.47,46.23,25.75,12.83,0.08,13.87,46.55,28,1016.23,36.1,19.75
Ahmedabad,66.75,141.5,0.97,40.7,22.43,13.47,0.1,12.1,49.98,25.4,1016.38,36.1,22.79
Ahmedabad,64,118.75,0.55,35.28,19.22,16.35,0.1,14.22,65.18,20.9,1016.66,36.2,12.46
Ahmedabad,57,99.5,0.2,24.4,13.2,21.13,0.3,12.93,68.6,17.6,1016.58,36.3,16.08
Ahmedabad,54.75,100.75,0.82,32.23,17.8,18.3,0.38,13.53,47.53,20.9,1016.27,36.3,10.29
Ahmedabad,57.5,117.75,1.95,62.37,34.78,22.65,0.38,7.73,20.57,28.3,1015.96,36.3,17.29
Ahmedabad,59.75,137.75,3.05,66.42,37.77,26,0.12,2.35,5.88,28.3,1015.34,36.3,23.25
Ahmedabad,63.75,116.75,1.03,51.52,28.15,20.47,0.48,1.3,25,26.9,1014.7,36.3,12.71
Ahmedabad,70,111.75,0.52,26.45,14.37,11,0.38,10.1,26.45,26.3,1015.2,36.2,17.25
Ahmedabad,72.75,115.75,1.08,35.17,19.6,9.88,0.05,8.85,12.75,24.4,1014.87,36.2,18.29
Ahmedabad,72,112,2.83,29.8,18.15,10.05,0.03,7.85,22.53,21.6,1014.78,36.2,13.33
Ahmedabad,60,95,3.37,25.35,16.22,11.8,0.1,13.7,50.95,23.5,1015.54,36.2,22.42
Ahmedabad,59.25,107.75,3.68,29.65,18.78,23,0.13,18.77,80.38,34.2,1016.01,36.2,15.71
Ahmedabad,40.5,93,2.13,29.2,17.23,17.75,0.18,12.97,101.93,38,1016.52,36.2,13.17
Ahmedabad,39,88,4.38,37.83,23.68,8.25,0.13,,108.3,26.5,1016.96,36.1,15.96
Ahmedabad,38,89,68.03,93.75,105.2,8.4,0.1,67.1,133.75,25.9,1017.04,36.1,18.88
Ahmedabad,36,86.75,1.25,17.05,10.1,13.13,0.1,37.1,153.35,28.1,1017.33,36,15.75
Ahmedabad,30.5,81.25,0.53,16.2,9.07,12.93,0.08,30.5,165.15,25.5,1019.59,35.9,18.75
Ahmedabad,33.75,86.5,0.95,21.4,12.17,12.25,0.08,32.72,170.03,27.2,1017.25,35.8,25
Ahmedabad,40.25,94.75,0.6,25.9,14.25,11.85,0.1,32.93,168.57,29,1017.42,35.8,8.21
Ahmedabad,47.5,120.25,3.25,69.3,39.47,10.4,0.1,29.28,109.75,28,1017.74,35.7,12.08
Ahmedabad,53.75,154,6.88,83.82,50.15,11.07,0.1,24.08,75.92,25.4,1018.13,35.7,14.96
Ahmedabad,57.5,139.25,2.3,36.72,21.4,14.85,0.08,14.3,60.77,20.9,1018.62,36,24.41
Ahmedabad,106,177.5,2.97,48.65,28.35,16.98,0.05,11.32,39.22,17.6,1019.08,36.1,29.54
Ahmedabad,99.75,173.75,3.72,56.22,32.95,17.52,0.1,9.58,27.95,20.9,1019.11,36.1,15.79
Ahmedabad,90,149,2.3,44.67,25.65,18.88,0.1,9.3,29.38,28.3,1019.5,36.1,11.71
Ahmedabad,109,162,1.6,52,28.98,18.07,0.1,10.15,24.5,28.3,1019.86,36.2,23.45
Ahmedabad,126.5,178.25,9.73,76.55,48.6,19.05,0.1,9.5,8.83,26.9,1019.79,36.3,28.84
Ahmedabad,135.75,191.5,9.05,68.7,43.9,18.7,0.08,8.5,10.3,26.3,1019.47,36.3,14.12
Ahmedabad,140,188.5,8.53,61.45,39.6,26.55,0.03,6.68,7.33,24.4,1019.25,36.4,8.29
Ahmedabad,138.5,180,12.68,67.05,46.02,30.4,0.37,4.53,5.88,21.6,1018.89,36.3,7.92
Ahmedabad,140,191.75,12.97,70.55,48.12,34.05,0.23,2.68,5.9,23.5,1018.6,36.2,19.41
Ahmedabad,129,180,15.4,64.35,46.75,22.8,1.47,6.02,5.9,34.2,1018.67,36.1,14.88
Ahmedabad,122,174.25,9.98,49.45,34.4,18.9,0.62,7.65,6.38,38,1018.59,36,9.92
Ahmedabad,117.25,174.5,7.23,42.4,28.4,23.42,0.52,8.65,11.28,26.5,1018.67,35.8,13.54
Ahmedabad,108.5,170.5,3.15,28.05,17.45,21.65,0.5,7.78,34.77,25.9,1019.22,35.7,10.83
Ahmedabad,91.25,152.25,2.43,21.43,13.42,18.15,0.25,7.45,55.37,28.1,1019.88,35.5,13.75
Ahmedabad,67.25,112.75,2.6,20.38,12.95,20.25,0.05,6.43,68.6,25.5,1019.91,35.5,16.42
Ahmedabad,51.5,85.5,2.12,16.23,10.38,24.97,0.1,,73.98,27.2,1020.02,35.5,19.79
Ahmedabad,37.75,66.25,67.37,87.2,101.18,17.72,0.1,6.42,79.4,29,1020.11,35.5,20.83
Ahmedabad,36.75,61.25,3,24.4,15.4,20.5,0.08,5.25,84.75,28,1020.12,35.7,10.67
Ahmedabad,36.75,69.75,3.22,24.88,15.87,16.05,0.1,7.62,95.55,25.4,1018.38,35.8,17.83
Ahmedabad,39,66,1.45,16.5,10.03,17.03,0.1,9.53,110.25,20.9,1019.91,35.8,22.42
Ahmedabad,41,62.5,1.62,22.03,13.08,20.15,0.15,18.82,121.05,17.6,1020.03,35.9,17.08
Ahmedabad,43.25,75.25,3.08,43.45,25.62,18.1,0.15,8.93,88.7,20.9,1020.39,35.9,22.5
Ahmedabad,56.25,108.75,2.1,26,15.52,31.3,0.05,3.7,56.35,28.3,1020.6,36,18.25
Ahmedabad,82.5,112.25,1.65,29.35,16.95,25.65,0.15,3.2,43.62,28.3,1020.81,36.1,16.21
Ahmedabad,108.25,133,3.68,31.35,19.67,16.57,0.15,7.42,27.42,26.9,1021.01,36.2,12.04
Ahmedabad,108.75,146.75,3.58,34.22,21.12,16.48,0.2,6.73,23.5,26.3,1020.94,36.1,14.12
Ahmedabad,77.75,112,3.12,32.4,19.8,13.25,0.08,7,22.53,24.4,1020.66,36.2,19.41
Ahmedabad,70.25,105.5,3.5,50.27,29.58,14.33,0.05,7.43,10.28,21.6,1020.53,36.1,14.88
Ahmedabad,81.25,128.5,5.15,48.97,30.25,14.62,0.03,6.85,9.8,23.5,1020.16,36,9.92
Ahmedabad,94.75,144.5,16.38,63.47,47.08,16.87,0,6.67,5.88,34.2,1019.95,35.9,13.54
Ahmedabad,92.5,132,21.2,72.75,55.9,20.45,0.05,6.03,3.93,38,1019.43,35.9,10.83
Ahmedabad,77.75,121.75,14.67,59.8,43.72,23.83,0.6,4.13,4.4,26.5,1018.97,35.8,13.75
Ahmedabad,72.5,107,2.47,39.07,22.82,21.17,0.63,3.95,8.83,25.9,1018.28,35.8,16.42
Ahmedabad,65.75,95.75,5.78,38.67,25.25,28.92,0.22,1.1,9.3,28.1,1017.97,35.8,19.79
Ahmedabad,58,77.25,2.45,30.1,18,13.62,0.2,4.1,11.75,25.5,1017.68,35.9,20.83
Ahmedabad,53.75,66.75,3.82,26.55,17.2,12.88,0.05,7.12,23.02,27.2,1017.89,36.1,10.67
Ahmedabad,49.25,61.5,2.83,19.05,12.45,14.25,0.03,7.17,32.82,29,1017.96,36.2,17.83
Ahmedabad,46.5,68.75,1.7,13.42,8.55,15.65,0.08,6.78,55.85,28,1018.31,36.2,22.42
Ahmedabad,45.25,77.25,3.55,14.85,10.83,21.78,0.1,8,74,25.4,1018.6,36.3,17.08
Ahmedabad,46,78,1.62,17.67,10.7,37.8,0.1,,96.07,20.9,1018.65,36.3,22.5
Ahmedabad,54.75,84.25,65.22,89.15,100.5,12.17,0.13,6.8,113.2,17.6,1018.44,36.2,18.25
Ahmedabad,55,95.75,1.45,19,11.27,14.78,0.1,6.7,123.98,20.9,1018.23,36.2,16.21
Ahmedabad,59.5,89,2.05,18.35,11.4,13.05,0.1,6.98,125.9,28.3,1014.58,36.2,12.04
Ahmedabad,63,93.25,2.6,28.1,17.08,17,0.1,6.75,131.32,28.3,1018.11,36.3,14.12
Ahmedabad,66.75,110.25,0.97,19.58,11.18,20.72,0.28,4.93,126.92,26.9,1017.73,36.3,8.42
Ahmedabad,64.5,108,1.5,25.57,14.83,15.5,0.18,6.2,83.3,26.3,1017.7,36.2,10.37
Ahmedabad,78,144,3.95,43.13,26.18,11.58,0.1,6.12,49.97,24.4,1017.62,36.2,21.5
Ahmedabad,71.5,148,3.83,27.17,17.58,14.37,0.1,5.42,30.38,21.6,1017.54,36.2,23.42
Ahmedabad,62.5,98.5,2.95,30.07,18.38,14.8,0.1,5.32,20.58,23.5,1017.7,36.1,12.54
Ahmedabad,63.75,88,1.75,21.55,12.88,16.3,0.1,4.75,23.53,34.2,1017.78,35.9,16.04
Ahmedabad,53.25,70.25,1.5,18.42,11,16.73,0.05,4.23,28.92,38,1017.3,36.1,13.67
Ahmedabad,51,71,1.28,17.05,10.13,17.12,0.03,3.98,30.87,26.5,1017.19,36.1,16.66
Ahmedabad,51.25,72.5,10.42,63.05,41.98,15.72,0.05,4.52,5.38,25.9,1016.68,36,25.29
Ahmedabad,56.75,85,3.43,38.45,23.25,16.45,0.03,4.37,12.28,28.1,1016.08,36.1,18.79
Ahmedabad,71,91,2.15,39.87,22.95,15.35,0.03,4.85,4.88,25.5,1015.62,36.1,14.33
Ahmedabad,74.25,95.5,4.02,40.23,24.65,15.65,0.03,5.7,6.88,27.2,1014.86,35.9,11.92
Ahmedabad,84,109,4.83,40.8,25.6,16.72,0.03,6.75,6.85,29,1013.97,36,12.79
Ahmedabad,73.25,102.5,3.17,30.7,18.92,17.2,0.03,5.6,11.75,28,1013.39,36,11.109
Ahmedabad,61,86.5,7.3,32.75,23.4,17.72,0.08,4.92,13.23,25.4,1013.18,35.9,13.524
Ahmedabad,71,99.75,5.7,32.35,21.85,17.48,0.03,4.22,27.45,20.9,1013.21,35.9,15.5848
Ahmedabad,81.25,104.75,2.95,16.9,11.35,18.77,0.1,4.07,49,17.6,1013.75,36,21.5257
Ahmedabad,74.75,95.75,5.3,26.57,18.45,19.1,0.1,5.12,61.72,20.9,1014.13,36.1,22.9586
Ahmedabad,70,97.25,2.45,20.58,12.92,25.7,0.1,6.05,79.35,28.3,1014.13,36.1,26.4845
Ahmedabad,62.5,91,2.3,14.25,9.42,19.73,0.1,,90.65,28.3,1014.06,36.2,26.726
Ahmedabad,57,87.25,65.38,84.47,98.15,13.8,0.1,6.45,98,26.9,1013.92,36.3,23.3611
Ahmedabad,54.75,87.75,1.78,15.9,9.95,20.45,0.1,6.25,103.43,26.3,1013.82,36.2,28.0623
Ahmedabad,61,90.25,1.77,21.45,12.85,21.83,0.1,6.27,109.3,24.4,1012.67,36.3,27.9013
Ahmedabad,69.5,98.5,1.38,20.82,12.2,22.32,0.1,6.3,103.88,21.6,1013.04,36.3,25.7439
Ahmedabad,60.75,95.75,1.93,18.12,11.2,21.33,0.1,7,93.6,23.5,1013.03,36.4,26.3557
Ahmedabad,71.75,111,2.8,27.17,16.75,24.72,0.23,7.95,78.38,34.2,1012.98,36.4,25.0516
